title,year,director,running_time,views,likes,avg_rating,half_star,one_star,one_half_star,two_star,two_half_star,three_star,three_half_star,four_star,four_half_star,five_star
The Sex Is Crazy,1981,Jesús Franco,83,71,15,3.2,3,3,1,5,6,9,12,9,2,1
Bionic Showdown: The Six Million Dollar Man and the Bionic Woman,1989,Alan J. Levi,96,207,19,3.0,4,3,7,14,16,29,10,10,2,2
I Am Toxic,2018,"Pablo Parés,Daniel De La Vega",76,96,8,2.7,6,10,7,11,16,17,3,5,0,1
Within the Rock,1996,Gary J. Tunnicliffe,88,101,6,2.7,2,11,7,15,7,10,2,1,0,0
Lemon Grove Kids Meet the Monsters,1965,"Ray Dennis Steckler,Peter Balakoff,Ed McWatters",78,101,17,3.1,1,6,2,6,10,10,7,6,2,1
Condor,1986,Virgil W. Vogel,73,87,10,3.0,0,5,2,10,13,10,5,2,3,2
Doctor Who: Terror of the Zygons,1975,Douglas Camfield,100,241,62,3.8,0,0,0,3,7,15,18,39,13,22
Einstein-Rosen,2016,Olga Osorio,9,180,40,3.5,2,2,2,4,3,19,31,34,3,8
The Secret Number,2012,Colin Levy,15,163,22,3.3,1,1,0,7,14,19,30,13,8,4
Rosa,2011,Jesús Orellana,9,177,14,3.0,1,3,3,12,21,27,25,7,1,0
State Zero,2015,Andrée Wallin,15,181,21,3.0,1,1,7,15,19,41,29,6,1,2
Death Racers,2008,Roy Knyrim,90,168,6,2.2,34,14,12,16,8,4,2,1,0,3
AE: Apocalypse Earth,2013,Thunder Levin,87,171,10,2.2,27,19,15,15,8,13,2,2,0,1
Skelter+Heaven,2004,Yoshiteru Satou,19,220,5,1.4,121,35,2,1,1,1,1,0,0,2
Night Has Come,2019,Peter Van Goethem,56,90,9,3.0,1,3,5,10,9,21,8,3,0,0
Dans une galaxie près de chez vous 2,2008,Claude Legault,100,451,45,3.1,2,3,3,15,21,39,35,12,4,4
LEGO DC: Shazam! Magic and Monsters,2020,Matt Peters,81,118,20,3.1,4,0,0,5,24,32,18,8,1,1
Flashman,1967,Mino Loy,96,64,11,3.2,0,2,1,7,9,13,6,5,0,2
Cord,2015,Pablo Gonzalez,65,98,10,2.8,5,11,7,13,12,7,8,8,1,3
The Corpse Grinders II,2000,Ted V. Mikels,103,87,11,2.6,9,10,9,7,1,5,3,1,1,1
Tales of an Ancient Empire,2010,Albert Pyun,86,127,2,2.2,33,19,13,5,0,6,1,4,1,4
The OceanMaker,2014,Lucas Martell,11,134,21,3.3,0,2,3,4,15,31,18,9,5,5
Dudes & Dragons,2015,"Maclain Nelson,Stephen Shimek",122,119,21,2.7,8,12,3,21,4,16,9,6,1,2
A Time of Roses,1969,Risto Jarva,108,91,4,3.2,0,0,2,6,10,24,12,9,0,0
Curse of Snakes Valley,1988,Marek Piestrak,99,97,11,2.8,4,7,6,9,11,9,5,2,0,2
Doctor Who: The Dæmons,1971,Christopher Barry,125,212,60,3.7,0,0,2,3,5,14,18,40,11,15
Doctor Who: The Time Warrior,1974,Alan Bromly,100,224,58,3.7,0,0,0,1,2,20,18,43,14,14
#PostModem,2013,"Lucas Leyva,Jillian Mayer",15,130,36,3.4,1,3,1,4,7,10,11,15,10,3
Stranded,1987,Fleming B. Fuller,80,86,8,3.0,1,1,5,8,14,8,5,3,0,0
Gonks Go Beat,1965,Robert Hartford-Davis,90,63,11,3.0,2,4,5,6,5,8,4,4,0,1
Hirokin: The Last Samurai,2012,Alejo Mo-Sun,105,168,7,2.1,22,35,21,18,7,6,3,5,0,0
Dragon Crusaders,2011,Mark Atkins,90,175,6,1.8,50,34,12,9,5,5,2,1,0,0
Doctor Who: Castrovalva,1982,Fiona Cumming,100,242,52,3.4,0,2,0,6,12,35,27,30,3,8
The Last Sentinel,2007,Jesse V. Johnson,93,168,3,2.2,16,25,21,20,9,8,1,1,1,0
Pulse,2016,Stevie Cruz-Martin,84,65,9,3.1,2,3,4,3,4,10,9,6,2,0
Image of the Beast,1981,Donald W. Thompson,93,97,11,2.8,4,6,5,8,14,11,3,2,0,1
An Elf's Story,2011,Chad Eikhoff,24,213,10,2.4,13,27,10,18,11,16,6,5,1,3
Major Grom,2017,Vladimir Besedin,27,201,34,3.3,0,2,2,9,9,34,32,22,3,5
Enoshima Prism,2013,Yasuhiro Yoshida,90,167,19,3.3,1,1,3,8,10,29,18,14,3,5
For the Good of Others,2010,Oskar Santos,102,185,12,3.0,1,4,5,19,20,39,24,7,1,2
Visitors of the Night,1995,Jorge Montesi,98,70,7,3.0,2,1,5,11,6,9,3,1,1,2
The Skid Kid,1991,Glen Gruner,70,68,31,3.3,1,1,0,5,6,9,12,6,2,3
A Distant Thunder,1978,Donald W. Thompson,76,127,12,2.6,12,12,3,10,15,15,4,1,0,1
Sticky Drama,2015,"Jon Rafman,Daniel Lopatin",11,225,43,3.3,2,1,4,7,5,16,13,21,3,4
Man in Space,1955,Ward Kimball,51,77,12,3.5,0,0,1,0,3,8,13,7,2,4
Kamen Rider Heisei Generations FOREVER,2018,Kyouhei Yamaguchi,100,145,50,3.4,0,2,4,6,12,27,23,23,4,10
S-94,2009,Shozin Fukui,30,46,11,3.3,0,1,2,4,3,9,2,2,0,5
Farewell to Space Battleship Yamato,1978,"Toshio Masuda,Leiji Matsumoto",151,102,25,3.6,0,2,0,0,3,4,13,16,6,4
The Great Land of Small,1986,Vojtěch Jasný,93,90,12,3.0,3,4,6,7,7,4,4,3,2,3
Goobers!,1997,Charles Band,81,89,11,2.7,9,9,6,11,7,7,5,1,1,1
The Glitterball,1977,Harley Cokeliss,53,98,9,3.2,0,0,0,9,6,26,4,5,0,1
Soulkeeper,2001,Darin Ferriola,105,148,22,2.8,4,10,2,25,10,18,10,8,0,3
Mission Galactica: The Cylon Attack,1979,"Vince Edwards,Christian I. Nyby II",108,240,28,3.2,1,2,0,10,16,30,25,16,2,1
Spiderbabe,2003,Johnny Crash,89,168,17,2.7,8,14,8,20,9,15,5,8,2,4
The Harryhausen Chronicles,1998,Richard Schickel,60,145,31,3.6,0,0,0,1,3,17,19,27,2,8
Dirty Pair: Affair on Nolandia,1985,Masaharu Okuwaki,55,126,18,3.1,0,0,2,9,13,28,11,5,0,1
Psycho Diver: Soul Siren,1997,Mamoru Kanbe,48,101,9,2.9,2,2,5,13,14,14,4,4,1,0
Neon Genesis IMPACTS.,2015,Yuhei Sakuragi,6,172,12,2.8,5,8,2,22,10,19,4,5,1,3
Gall Force: Eternal Story,1986,Katsuhito Akiyama,86,146,19,3.1,2,1,6,9,8,28,11,9,2,1
Doctor Who: The Chase,1965,"Richard Martin,Douglas Camfield",150,191,47,3.4,0,0,4,8,5,23,19,25,7,5
Terrordactyl,2016,"Don Bitters III,Geoff Reisner",98,138,16,2.5,19,8,17,11,10,13,8,5,1,2
Abrigo Nuclear,1981,Roberto Pires,86,126,23,3.2,1,0,2,7,9,38,10,11,1,3
Who Is Beta?,1972,Nelson Pereira dos Santos,85,87,18,3.4,0,0,1,4,6,14,15,9,2,3
The Carrier,2015,Anthony Woodley,90,131,2,2.4,10,10,17,28,14,11,5,1,0,0
Ugh!,2018,Jimmy Marble,6,109,25,3.5,1,1,1,0,7,5,17,13,4,7
Curse of the Mayans,2017,Joaquin Rodriguez,90,121,8,2.3,14,14,18,20,12,5,2,2,1,0
An Alien Claymation,2012,Lee Hardcastle,3,180,45,3.5,0,0,4,5,4,13,25,24,7,10
40 Days and Nights,2012,Peter Geiger,90,178,4,1.9,41,31,14,10,6,4,3,0,0,0
Cy-Warrior,1989,Giannetto De Rossi,90,84,9,2.8,0,8,6,19,11,10,7,3,0,1
Chrysalis,2014,John Klein,100,96,13,2.9,4,3,7,10,11,12,7,4,0,1
Petticoat Planet,1996,David DeCoteau,78,60,4,2.8,6,5,1,7,7,0,2,1,0,0
The Stranger Within,1974,Lee Philips,74,70,12,3.3,0,0,1,4,6,9,6,4,1,0
2012: Supernova,2009,Anthony Fankhauser,87,160,1,2.0,27,31,14,16,2,1,2,0,0,0
Alien from the Darkness,1997,Norio Takanami,45,65,9,2.9,4,2,4,9,8,6,1,0,0,1
The Amazing Captain Nemo,1978,Alex March,98,105,7,2.9,1,4,5,15,9,8,5,2,1,2
Neon Parallel 1996,2015,Jon Rafman,11,105,32,3.6,0,0,0,0,3,6,5,14,4,7
Urban Warriors,1987,Giuseppe Vari,90,52,5,2.8,2,3,9,7,7,6,1,0,0,0
Almost Normal,2005,Marc Moody,90,151,14,3.0,3,4,5,14,9,24,11,2,2,2
Hoshino,2016,Stephen Vitale,7,144,27,3.4,0,0,1,2,12,18,35,20,4,1
Planet Unknown,2016,,9,156,26,3.2,2,1,2,5,14,35,30,10,1,3
Savior of the Earth,1983,Su-yong Jeong,69,95,15,2.3,26,22,5,4,4,5,0,0,1,5
Eggnoid,2019,Naya Anindita,103,115,16,3.2,2,1,1,14,14,30,32,11,1,3
Stranger from Venus,1954,Burt Balaban,75,111,6,2.8,0,3,9,21,12,11,4,1,0,0
Sin: The Movie,2000,Yasunori Urata,60,142,4,2.6,11,11,5,11,13,18,2,1,0,0
Armor Hunter Mellowlink,1988,Takeyuki Kanda,300,55,17,3.5,0,0,1,0,2,7,12,10,2,3
Meatball Machine,1999,Jun'ichi Yamamoto,13,104,19,3.2,0,0,1,8,10,23,15,3,0,1
Space Battleship Yamato - Final Chapter,1983,"Toshio Masuda,Yoshinobu Nishizaki,Tomoharu Katsumata,Takeshi Shirado",163,79,15,3.4,1,1,0,2,4,8,9,2,5,4
Doctor Who: Vengeance on Varos,1985,Ron Jones,90,221,56,3.6,0,1,1,3,6,23,25,25,6,20
Dimensions,2011,Sloane U'Ren,99,96,9,3.1,0,8,2,5,5,9,5,7,0,3
A for Andromeda,2006,John Strickland,86,122,6,2.9,2,4,4,15,18,16,3,2,0,1
Stan Lee's Mighty 7,2014,,66,85,9,3.0,1,1,6,10,7,11,4,4,2,0
UFO: Target Earth,1974,Michael A. DeGaetano,80,78,9,2.6,6,9,11,6,4,5,2,2,0,0
Design for Dreaming,1956,William Beaudine,9,144,24,2.9,7,9,3,7,14,14,8,5,3,1
William,2019,Tim Disney,100,60,5,3.0,3,3,4,9,7,14,6,1,0,3
Pigtails,2015,Yoshimi Itazu,28,115,28,3.4,1,4,1,3,9,14,19,14,3,8
Tales of Frankenstein,1958,Curt Siodmak,28,86,13,3.1,0,4,3,4,10,20,3,2,0,1
Zokkomon,2011,Satyajit Bhatkal,109,80,3,2.7,4,8,11,4,6,6,2,0,0,0
An Over-Incubated Baby,1901,Walter R. Booth,1,205,19,2.8,3,7,10,12,20,28,10,3,0,1
Baby Geniuses 3: Baby Squad Investigators,2013,Sean McNamara,79,143,4,1.8,56,24,4,3,2,2,1,0,1,1
Doctor Who: The Android Invasion,1975,Barry Letts,100,203,35,3.4,0,1,0,7,6,27,21,21,3,7
Subject Two,2006,Philip Chidel,93,126,10,3.0,1,5,4,10,15,19,14,4,1,4
The Black Hole,2006,Tibor Takács,90,141,5,2.3,11,20,16,20,11,2,3,0,0,0
Independents' Day,2016,Laura Beth Love,91,134,4,2.1,34,14,10,11,7,2,3,1,0,0
Let There Be Light: The Odyssey of Dark Star,2010,Daniel Griffith,118,86,13,3.5,0,0,0,1,5,10,17,15,0,2
We've Forgotten More Than We Ever Knew,2016,Thomas Woodrow,88,105,13,3.0,2,4,2,13,16,16,8,7,0,2
M.A.M.Ó.N.: Monitor Against Mexicans Over Nationwide,2016,Alejandro Damiani,6,165,24,3.2,2,4,8,4,11,21,19,22,5,6
Skyborn,,Jamie Magnus Stone,27,132,30,3.4,0,1,0,3,3,34,27,16,7,2
Birdy the Mighty,1996,Yoshiaki Kawajiri,132,118,19,3.3,2,0,0,6,9,11,15,11,4,2
Project A-Ko 2: Plot of the Daitokuji Financial Group,1987,Yuji Moriyama,48,176,26,3.1,1,4,4,5,14,20,20,10,1,2
Survivor,1987,Michael Shackleton,92,70,9,3.1,1,2,5,8,10,9,4,2,0,4
The Fisherman,2015,Alejandro Suárez Lozano,20,151,22,3.2,1,0,4,8,14,39,29,9,2,1
The Jimmy/Timmy Power Hour Trilogy,2006,"Keith Alcorn,Butch Hartman",163,164,32,3.0,1,6,6,17,14,23,4,10,0,6
Last Orders,1997,Hiroyuki Kitakubo,1,150,32,3.5,0,3,0,6,6,14,14,25,2,9
Brain Drain 2,2011,Carlos Therón,106,311,12,2.2,21,23,24,37,27,9,5,4,1,0
King of the Lost World,2005,Leigh Scott,90,135,2,2.0,32,22,11,12,3,2,0,2,0,0
Alien Factor 2: The Alien Rampage,2001,Don Dohler,75,71,9,2.8,4,5,6,12,8,4,5,0,1,1
Ratz,2000,Thom Eberhardt,95,95,20,3.2,4,2,0,4,1,7,10,7,1,3
Raptor Ranch,2013,Dan Bishop,90,118,5,2.3,13,26,7,12,5,3,1,2,0,0
2030,2014,Minh Nguyen-Vo,98,72,8,3.1,1,0,2,10,13,14,7,3,0,1
Living Hell,2008,Richard Jefferies,92,131,5,2.6,9,6,12,21,14,7,8,0,0,0
Insecticidal,2005,Jeffery Scott Lando,81,99,6,2.5,14,9,9,13,5,8,2,1,1,1
Mobile Suit Gundam Unicorn - Episode 7: Over the Rainbow,2014,Kazuhiro Furuhashi,90,198,46,3.5,2,2,2,10,4,12,15,31,10,14
The Thing Below,2004,Jim Wynorski,94,119,7,2.3,14,24,7,11,2,6,3,0,0,0
Doctor Who: Horror of Fang Rock,1977,Paddy Russell,100,188,50,3.8,0,0,0,2,1,8,13,34,12,17
The Artificial Humors,2016,Gabriel Abrantes,29,126,20,3.4,1,2,2,3,7,16,17,15,4,6
A Witches' Ball,2017,Justin G. Dyck,90,126,10,2.4,17,16,12,12,6,10,6,2,1,2
The Kaos Brief,2016,JP Mandarino,80,91,13,2.7,6,8,8,20,15,8,7,5,0,0
Cyber Bandits,1995,Erik Fleming,86,47,3,2.8,1,10,4,9,2,0,1,0,0,0
Quantum Apocalypse,2010,Justin Jones,93,172,8,2.0,30,25,24,11,4,6,0,2,0,2
The Frankenstein Syndrome,2010,Sean Tretta,88,123,14,2.7,5,8,10,12,12,18,3,0,0,0
NetForce,1999,Rob Lieberman,154,142,10,2.7,1,6,11,20,14,9,4,1,0,0
Doctor Who: The Mind of Evil,1971,Timothy Combe,150,158,36,3.5,0,1,5,2,4,16,16,23,7,5
Mark of the Astro-Zombies,2004,Ted V. Mikels,86,56,10,2.9,2,8,5,5,5,4,2,3,0,1
Slayer,2006,Kevin VanHook,88,95,10,2.7,6,6,8,14,5,9,2,3,1,0
14 Going on 30,1988,Paul Schneider,94,83,6,3.2,0,2,1,4,7,15,6,5,0,2
Sam,2014,"Mickael Bonfill,Romain Protet,Emmanuel Aurengo",9,164,4,2.4,11,23,13,22,15,11,4,2,0,0
Exode,2014,"Kathleen Cartier,Sandrine Gimenez,Nicolas Mrikhi,Baptiste Roy,Thomas Saez",8,121,22,3.1,0,1,6,8,16,23,22,6,2,3
Set the Thames on Fire,2015,Ben Charles Edwards,83,83,6,3.0,2,1,6,13,7,7,7,7,1,1
Something Beneath,2007,David Winning,90,94,8,2.6,6,10,10,19,5,3,5,0,0,0
Future X-Cops,2010,Wong Jing,99,143,5,2.4,14,16,9,15,12,4,3,2,0,1
The Lost Jungle,1934,"David Howard,Armand Schaefer",68,65,6,2.8,1,6,7,10,12,4,0,1,0,0
"You Are a Widow, Sir",1971,Václav Vorlíček,97,78,11,3.4,1,0,1,1,2,11,14,9,4,1
Fire Serpent,2007,John Terlesky,89,102,4,2.5,8,14,9,14,5,4,1,1,0,1
Skulhedface,1994,Melanie Mandl,60,101,28,3.5,0,3,1,4,2,10,11,11,7,9
Alien Convergence,2017,Rob Pallatina,86,105,7,2.4,18,16,5,14,3,3,4,4,0,1
Mickey Reece's Alien,2017,Mickey Reece,80,54,17,3.4,0,0,0,3,1,8,6,14,1,0
Blueprint,2003,Rolf Schübel,108,246,4,2.8,3,7,15,23,17,23,13,8,1,1
Garuda,2004,Monthon Arayangkoon,113,94,5,2.7,3,8,10,9,8,7,1,2,0,1
Erotibot,2011,Naoyuki Tomomatsu,72,95,5,2.6,9,10,9,9,8,11,0,0,1,0
Demon Resurrection,2008,William Hopkins,90,56,13,3.0,1,7,3,4,4,11,7,4,0,1
Mutiny in Outer Space,1965,Hugo Grimaldi,80,81,11,2.9,0,6,7,10,14,9,4,1,1,0
Alpha Girls,2013,"Johnny Zito,Tony Trov",90,92,2,2.6,9,10,8,10,14,4,2,1,0,1
O Trapalhão no Planalto dos Macacos,1976,J.B. Tanko,86,202,19,2.8,6,10,9,10,15,29,8,4,1,1
Encounter,2019,Paul Salamoff,82,112,9,2.5,10,14,12,25,9,14,0,4,0,1
Doctor Who: The Ultimate Foe,1986,Chris Clough,55,178,31,3.2,0,7,4,7,10,27,24,7,5,4
Poet Anderson: The Dream Walker,2014,"Tom DeLonge,Sergio Martins,Edgar Martins",15,123,28,3.5,0,2,0,2,6,18,13,22,5,11
The Yesterday Machine,1963,Russ Marker,85,58,5,2.6,6,9,10,6,4,3,1,0,0,0
"Supernova: The Knight, the Princess, & Shooting Star",2014,Rizal Mantovani,135,207,17,2.9,7,4,9,22,26,36,24,12,3,3
A Closed Book,2009,Raúl Ruiz,88,93,11,3.0,3,1,3,8,17,9,7,3,0,1
The Secrets of the Back to the Future Trilogy,1990,Peyton Reed,21,168,27,3.1,2,2,3,6,14,18,9,6,1,3
The Golden Bird,2011,Amit Dutta,55,62,22,3.5,0,0,1,4,3,4,6,6,8,6
Kamen Rider - The Next,2007,Ryuta Tasaki,93,147,25,3.0,2,5,4,10,18,17,16,6,1,1
Doctor Who: Mindwarp,1986,Ron Jones,100,176,33,3.3,1,1,3,7,8,32,16,13,6,7
Trapped by Television,1936,Del Lord,64,80,5,2.9,0,6,5,12,8,16,5,1,0,0
Future Boyfriend,2016,Ben Rock,12,159,14,3.0,2,6,4,13,18,27,18,6,1,2
The Uncanny Valley,2013,"Leo Thompson,Brad Jones,Mike Jeavons,Mat Williams,Doug Walker",133,201,6,1.9,51,30,7,16,7,4,3,3,0,1
Pig,2011,Henry Barrial,90,121,6,3.0,1,3,1,10,13,24,8,3,1,0
Doctor Who: The Ark,1966,Michael Imison,100,161,25,3.3,0,1,1,6,12,25,16,11,3,2
The Pig Child,2014,Lucy Campbell,17,90,8,3.2,0,2,1,6,10,18,8,5,2,1
Doctor Who: Full Circle,1980,Peter Grimwade,100,187,32,3.4,0,0,2,1,13,25,15,19,6,4
Killer Buzz,2001,Jeff Hare,95,81,4,2.5,5,13,14,10,7,6,1,1,0,0
Robosapien: Rebooted,2013,Sean McNamara,86,134,4,2.4,15,15,9,12,6,15,0,1,1,0
Black Wake,2018,Jeremiah Kipp,91,71,3,2.4,12,20,6,3,2,6,0,2,0,1
Two Lost Worlds,1951,Norman Dawn,61,48,6,2.8,5,4,4,10,5,2,0,0,0,0
Doctor Who: Colony in Space,1971,Michael E. Briant,150,155,26,3.2,0,1,1,5,12,25,17,11,2,0
Return of the Ghostbusters,2007,Hank Braxtan,85,130,12,3.0,3,2,0,13,16,12,13,6,1,1
The Exit Room,2013,Todd Wiseman Jr.,10,72,12,3.3,0,1,1,7,5,12,11,10,0,2
Bipedalism,2005,Evgeny Yufit,90,56,13,3.3,0,2,1,1,3,7,9,4,2,1
The Alien Saga,2002,Brent Zacky,108,143,21,3.6,0,0,0,2,1,16,12,19,7,7
The Lost City,1935,Harry Revier,240,54,9,3.1,0,3,3,8,4,4,6,1,0,1
Doctor Who: Black Orchid,1982,Ron Jones,50,176,35,3.2,2,1,2,6,18,19,18,13,6,1
Metroid: The Sky Calls,2015,Sam R. Balcomb,12,121,18,3.2,1,5,2,3,9,25,17,11,1,3
Robotropolis,2011,Christopher Hatton,90,125,6,2.2,33,11,7,15,5,4,4,0,0,1
Star Worms II: Attack of the Pleasure Pods,1985,Lin Sten,90,56,3,2.8,9,7,4,3,2,3,2,5,1,1
Raptor Island,2004,Stanley Isaacs,89,148,5,2.2,19,22,9,16,2,2,2,1,0,0
The Pinkie,2014,Lisa Takeba,65,47,3,3.2,1,2,2,1,6,8,9,2,0,0
H0us3,2019,Manolo Munguía,90,104,11,2.8,9,4,5,16,19,21,6,7,1,1
Teleios,2016,Ian Truitner,93,123,3,2.5,5,17,14,16,20,14,4,0,0,0
Me Two,2008,"Nicolas Charlet,Bruno Lavaine",87,206,20,3.1,1,5,5,5,14,26,16,10,4,1
Soy leyenda,1967,Mario Gómez Martín,37,118,23,3.4,0,0,1,3,7,22,19,18,1,2
Doctor Who: Attack of the Cybermen,1985,Matthew Robinson,90,168,30,3.2,0,3,2,7,13,24,19,11,2,6
Bottom Feeder,2007,Randy Daudlin,86,102,13,2.8,2,4,12,16,14,10,7,0,0,1
Beethoven Lives Upstairs,1992,David Devine,51,272,13,2.6,5,12,10,20,21,16,7,3,0,0
Elfen Lied Special,2005,Mamoru Kanbe,25,158,17,3.2,4,2,8,9,6,20,14,13,5,5
The Trap,1975,Peter Watkins,65,57,5,3.4,0,0,1,1,6,6,8,9,1,0
Martian Through Georgia,1962,"Chuck Jones,Abe Levitow,Maurice Noble",6,164,20,3.2,1,1,2,9,9,12,15,9,2,1
Doctor Who: Silver Nemesis,1988,Chris Clough,75,168,23,3.0,3,2,6,12,13,29,8,8,0,4
Locusts,2005,David Jackson,95,106,6,2.6,7,13,7,17,9,5,2,0,0,2
Destination: Infestation,2007,George Mendeluk,89,140,5,2.3,17,17,21,24,5,8,5,0,1,2
Project Shadowchaser III,1995,John Eyres,99,74,7,2.7,1,6,14,12,5,6,0,2,0,0
Swordsman,2006,Filipp Yankovsky,108,78,4,2.9,4,6,5,7,3,6,2,2,0,1
Kitaro,2007,Katsuhide Motoki,103,134,16,3.0,0,4,8,4,10,18,5,5,1,1
Attack of the Mutant Dick from Outer Space,2007,Daniel Moreno,26,102,17,3.1,6,6,3,5,7,12,5,6,1,9
X-Men: The Legend of Wolverine,2003,,79,190,34,3.3,0,2,0,4,3,35,11,9,1,5
After We Leave,2019,Aleem Hossain,83,69,12,3.1,1,2,4,6,9,15,9,7,0,0
Zoetrope,1999,Charlie Deaux,18,74,7,3.3,1,1,2,3,4,14,6,4,2,4
Harmony,2018,Corey Pearson,97,108,12,2.9,3,5,8,13,13,19,8,3,0,2
Paranormal Incident,2011,Matthew Bolton,82,85,2,2.3,16,18,5,9,2,3,2,0,0,0
Doctor Who: The Gunfighters,1966,Rex Tucker,100,155,30,3.2,1,1,5,8,8,17,18,11,3,3
House of Ghosts,2012,Christopher R. Mihm,77,77,19,3.2,2,4,1,8,4,17,10,6,3,3
Outlanders,1986,"Katsuhisa Yamada,Yusaku Saotome",51,102,16,3.1,2,1,7,4,13,22,5,7,1,2
Hyperlight,2018,Nguyen-Anh Nguyen,18,120,19,3.2,0,2,0,8,9,28,19,13,2,1
Kyousogiga,2011,Rie Matsumoto,26,166,26,3.4,1,1,0,4,9,19,12,7,6,10
High Moon,2014,Adam Kane,90,97,11,2.8,7,7,7,12,11,10,5,3,0,3
The Secret of Steel City,1979,Ludvík Ráža,85,95,6,3.1,0,1,2,7,15,29,12,4,1,2
Super Capers,2009,Ray Griggs,98,108,4,2.4,13,20,8,10,5,5,1,1,0,1
Superior Ultraman 8 Brothers,2008,Takeshi Yagi,98,91,17,3.3,0,1,1,3,9,17,6,8,4,4
Paper Man,1971,Walter Grauman,75,76,9,3.0,0,3,1,7,9,20,4,0,0,0
Alien Tornado,2012,Jeff Burr,85,107,4,2.3,12,20,15,11,3,8,2,0,0,0
Robotech: The Shadow Chronicles,2006,Tommy Yune,88,124,20,3.0,1,3,6,14,12,16,12,9,2,0
The Misty Green Sky,2016,Jack Foster,81,61,10,2.4,27,4,0,0,1,0,0,0,1,3
Azureus Rising,2010,David Weinstein,6,98,17,3.1,0,5,1,7,13,13,11,5,1,4
They're Made Out of Meat,2005,,8,142,34,3.3,0,2,1,8,6,19,11,13,4,3
Blue Gender: The Warrior,2002,Koichi Ohata,90,101,5,3.1,0,3,6,9,8,10,4,4,0,3
Nobunaga Concerto: The Movie,2016,Hiroaki Matsuyama,126,127,15,3.3,1,0,2,9,9,21,19,11,1,6
Kamen Rider × Super Sentai × Space Sheriff: Super Hero Taisen Z,2013,Osamu Kaneda,92,138,27,3.2,3,2,1,5,8,21,15,7,2,4
Judge Minty,2013,Steven Sterlacchini,27,104,23,3.4,0,1,0,4,5,21,20,15,2,3
Germs,2013,Rachel Maclean,3,84,16,3.2,2,4,1,1,7,8,8,9,1,0
The Forbidden Dimensions,2013,Christopher James Miller,86,49,0,2.5,13,8,3,4,1,0,0,0,0,0
Deep Evil,2004,Pat Williams,90,86,10,2.6,3,9,9,18,9,3,4,0,0,0
Casshan: Robot Hunter,1993,Takashi Watanabe,101,94,16,3.2,0,2,3,4,6,13,15,5,2,2
The Caged Pillows,2016,Galen Pherson,8,98,22,3.3,0,2,3,6,4,12,11,7,3,4
Myosis,2014,"Emmanuel Asquier-Brassart,Ricky Cometa,Guillaume Dousse,Adrien Gromelle,Thibaud Petitpas",4,129,15,3.4,0,1,2,6,8,17,18,19,4,3
Ku! Kin-dza-dza,2013,"Georgiy Daneliya,Tatyana Ilyina",100,98,8,3.2,0,5,2,5,6,14,11,3,2,3
Zenith,2010,Vladan Nikolić,93,82,2,2.8,2,8,5,8,8,9,0,3,0,0
I-Man,1986,Corey Allen,96,76,7,3.0,0,0,5,10,8,11,3,0,0,0
The Last Scout,2017,Simon Phillips,107,80,3,2.6,5,11,11,14,13,11,1,0,1,0
Actium Maximus,2005,Mark Hicks,78,58,6,2.8,11,6,2,1,2,2,3,2,0,2
Earthbound,2012,Alan Brennan,93,95,8,2.9,0,4,7,14,10,13,5,2,1,2
The Hunt,2006,Fritz Kiersch,90,64,5,2.9,0,5,3,10,12,7,0,4,0,0
Gila!,2012,Jim Wynorski,91,67,8,2.9,5,3,6,12,4,10,3,3,2,0
Invader,1992,Philip J. Cook,95,52,9,3.1,2,4,0,7,4,6,4,0,1,1
Twinkle Nora Rock Me!,1985,Motoaki Satou,30,72,10,2.3,15,22,8,2,3,3,0,1,1,0
Evil Alien Conquerors,2003,Chris Matheson,89,149,20,3.0,8,5,5,9,8,16,5,9,3,6
Dr. Jekyll and Mr. Hyde,2008,Paolo Barzman,89,103,5,2.8,4,6,5,17,11,10,3,1,0,1
Tripping the Rift: The Movie,2008,Bernie Denk,75,126,1,2.8,5,7,4,17,7,15,5,3,0,1
Nano,2017,Mike Manning,16,117,11,3.1,0,3,4,8,16,19,9,16,1,1
Kamen Rider W Forever: A to Z/The Gaia Memories of Fate,2010,Koichi Sakamoto,66,169,45,3.6,0,0,1,2,5,15,15,31,4,12
Doctor Who: The Mark of the Rani,1985,Sarah Hellings,90,150,24,3.2,1,2,2,2,8,29,18,7,2,1
Download: Devil's Circuit,1992,Rintaro,47,65,12,3.2,0,2,3,6,6,7,7,4,1,1
Nervo Craniano Zero,2012,Paulo Biscaia Filho,88,70,9,3.3,2,2,1,0,8,7,10,3,1,7
Miami Magma,2011,Todor Chapkanov,87,109,7,2.3,12,20,18,12,6,4,1,1,0,1
Alien Nation: Dark Horizon,1994,Kenneth Johnson,90,152,8,3.2,0,2,1,8,7,22,15,4,2,1
Omicron,1963,Ugo Gregoretti,102,44,6,3.4,0,1,0,1,5,4,10,8,0,1
Apocalypse Kiss,2014,,101,120,3,1.9,40,23,5,8,3,2,0,1,0,0
Lost Boy,2016,"Ash Thorp,Anthony Scott Burns",9,89,13,3.1,0,2,3,10,9,11,13,4,1,1
Beautiful People,2014,Brini Amerigo,75,65,4,2.7,6,8,7,7,8,4,4,1,0,0
"Dirty Machines - ""The End of History""",2020,David Matthew Olson,13,107,26,3.4,0,0,2,3,7,20,14,14,3,3
Lighter Than Hare,1960,Friz Freleng,7,136,18,3.3,0,1,2,5,4,21,18,3,2,2
